,datapoint,template,row,column,dtype,label
425,"S.05.01.01.01,r0700,c0010",S.05.01.01.01,r0700,c0010,int64,"Expenses incurred|Administrative expenses|Net , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Medical expense insurance"
426,"S.05.01.01.01,r0710,c0010",S.05.01.01.01,r0710,c0010,int64,"Expenses incurred|Investment management expenses|Gross - Direct Business , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Medical expense insurance"
427,"S.05.01.01.01,r0720,c0010",S.05.01.01.01,r0720,c0010,int64,"Expenses incurred|Investment management expenses|Gross - Proportional reinsurance accepted , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Medical expense insurance"
428,"S.05.01.01.01,r0740,c0010",S.05.01.01.01,r0740,c0010,int64,"Expenses incurred|Investment management expenses|Reinsurers' share , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Medical expense insurance"
429,"S.05.01.01.01,r0800,c0010",S.05.01.01.01,r0800,c0010,int64,"Expenses incurred|Investment management expenses|Net , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Medical expense insurance"
430,"S.05.01.01.01,r0810,c0010",S.05.01.01.01,r0810,c0010,int64,"Expenses incurred|Claims management expenses|Gross - Direct Business , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Medical expense insurance"
431,"S.05.01.01.01,r0820,c0010",S.05.01.01.01,r0820,c0010,int64,"Expenses incurred|Claims management expenses|Gross - Proportional reinsurance accepted , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Medical expense insurance"
432,"S.05.01.01.01,r0840,c0010",S.05.01.01.01,r0840,c0010,int64,"Expenses incurred|Claims management expenses|Reinsurers' share , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Medical expense insurance"
433,"S.05.01.01.01,r0900,c0010",S.05.01.01.01,r0900,c0010,int64,"Expenses incurred|Claims management expenses|Net , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Medical expense insurance"
434,"S.05.01.01.01,r0910,c0010",S.05.01.01.01,r0910,c0010,int64,"Expenses incurred|Acquisition expenses|Gross - Direct Business , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Medical expense insurance"
435,"S.05.01.01.01,r0920,c0010",S.05.01.01.01,r0920,c0010,int64,"Expenses incurred|Acquisition expenses|Gross - Proportional reinsurance accepted , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Medical expense insurance"
436,"S.05.01.01.01,r0940,c0010",S.05.01.01.01,r0940,c0010,int64,"Expenses incurred|Acquisition expenses|Reinsurers' share , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Medical expense insurance"
437,"S.05.01.01.01,r1000,c0010",S.05.01.01.01,r1000,c0010,int64,"Expenses incurred|Acquisition expenses|Net , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Medical expense insurance"
438,"S.05.01.01.01,r1010,c0010",S.05.01.01.01,r1010,c0010,int64,"Expenses incurred|Overhead expenses|Gross - Direct Business , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Medical expense insurance"
439,"S.05.01.01.01,r1020,c0010",S.05.01.01.01,r1020,c0010,int64,"Expenses incurred|Overhead expenses|Gross - Proportional reinsurance accepted , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Medical expense insurance"
440,"S.05.01.01.01,r1040,c0010",S.05.01.01.01,r1040,c0010,int64,"Expenses incurred|Overhead expenses|Reinsurers' share , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Medical expense insurance"
441,"S.05.01.01.01,r1100,c0010",S.05.01.01.01,r1100,c0010,int64,"Expenses incurred|Overhead expenses|Net , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Medical expense insurance"
442,"S.05.01.01.01,r0110,c0020",S.05.01.01.01,r0110,c0020,float64,"Premiums written|Gross - Direct Business , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Income protection insurance"
443,"S.05.01.01.01,r0120,c0020",S.05.01.01.01,r0120,c0020,int64,"Premiums written|Gross - Proportional reinsurance accepted , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Income protection insurance"
444,"S.05.01.01.01,r0140,c0020",S.05.01.01.01,r0140,c0020,int64,"Premiums written|Reinsurers' share , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Income protection insurance"
445,"S.05.01.01.01,r0200,c0020",S.05.01.01.01,r0200,c0020,float64,"Premiums written|Net , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Income protection insurance"
446,"S.05.01.01.01,r0210,c0020",S.05.01.01.01,r0210,c0020,float64,"Premiums earned|Gross - Direct Business , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Income protection insurance"
447,"S.05.01.01.01,r0220,c0020",S.05.01.01.01,r0220,c0020,int64,"Premiums earned|Gross - Proportional reinsurance accepted , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Income protection insurance"
448,"S.05.01.01.01,r0240,c0020",S.05.01.01.01,r0240,c0020,int64,"Premiums earned|Reinsurers' share , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Income protection insurance"
449,"S.05.01.01.01,r0300,c0020",S.05.01.01.01,r0300,c0020,float64,"Premiums earned|Net , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Income protection insurance"
450,"S.05.01.01.01,r0310,c0020",S.05.01.01.01,r0310,c0020,float64,"Claims incurred|Gross - Direct Business , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Income protection insurance"
451,"S.05.01.01.01,r0320,c0020",S.05.01.01.01,r0320,c0020,int64,"Claims incurred|Gross - Proportional reinsurance accepted , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Income protection insurance"
452,"S.05.01.01.01,r0340,c0020",S.05.01.01.01,r0340,c0020,int64,"Claims incurred|Reinsurers' share , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Income protection insurance"
453,"S.05.01.01.01,r0400,c0020",S.05.01.01.01,r0400,c0020,float64,"Claims incurred|Net , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Income protection insurance"
454,"S.05.01.01.01,r0410,c0020",S.05.01.01.01,r0410,c0020,int64,"Changes in other technical provisions|Gross - Direct Business , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Income protection insurance"
455,"S.05.01.01.01,r0420,c0020",S.05.01.01.01,r0420,c0020,int64,"Changes in other technical provisions|Gross - Proportional reinsurance accepted , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Income protection insurance"
456,"S.05.01.01.01,r0440,c0020",S.05.01.01.01,r0440,c0020,int64,"Changes in other technical provisions|Reinsurers' share , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Income protection insurance"
457,"S.05.01.01.01,r0500,c0020",S.05.01.01.01,r0500,c0020,int64,"Changes in other technical provisions|Net , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Income protection insurance"
458,"S.05.01.01.01,r0550,c0020",S.05.01.01.01,r0550,c0020,float64,"Expenses incurred , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Income protection insurance"
459,"S.05.01.01.01,r0610,c0020",S.05.01.01.01,r0610,c0020,float64,"Expenses incurred|Administrative expenses|Gross - Direct Business , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Income protection insurance"
460,"S.05.01.01.01,r0620,c0020",S.05.01.01.01,r0620,c0020,int64,"Expenses incurred|Administrative expenses|Gross - Proportional reinsurance accepted , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Income protection insurance"
461,"S.05.01.01.01,r0640,c0020",S.05.01.01.01,r0640,c0020,int64,"Expenses incurred|Administrative expenses|Reinsurers' share , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Income protection insurance"
462,"S.05.01.01.01,r0700,c0020",S.05.01.01.01,r0700,c0020,float64,"Expenses incurred|Administrative expenses|Net , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Income protection insurance"
463,"S.05.01.01.01,r0710,c0020",S.05.01.01.01,r0710,c0020,int64,"Expenses incurred|Investment management expenses|Gross - Direct Business , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Income protection insurance"
464,"S.05.01.01.01,r0720,c0020",S.05.01.01.01,r0720,c0020,int64,"Expenses incurred|Investment management expenses|Gross - Proportional reinsurance accepted , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Income protection insurance"
465,"S.05.01.01.01,r0740,c0020",S.05.01.01.01,r0740,c0020,int64,"Expenses incurred|Investment management expenses|Reinsurers' share , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Income protection insurance"
466,"S.05.01.01.01,r0800,c0020",S.05.01.01.01,r0800,c0020,int64,"Expenses incurred|Investment management expenses|Net , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Income protection insurance"
467,"S.05.01.01.01,r0810,c0020",S.05.01.01.01,r0810,c0020,float64,"Expenses incurred|Claims management expenses|Gross - Direct Business , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Income protection insurance"
468,"S.05.01.01.01,r0820,c0020",S.05.01.01.01,r0820,c0020,int64,"Expenses incurred|Claims management expenses|Gross - Proportional reinsurance accepted , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Income protection insurance"
469,"S.05.01.01.01,r0840,c0020",S.05.01.01.01,r0840,c0020,int64,"Expenses incurred|Claims management expenses|Reinsurers' share , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Income protection insurance"
470,"S.05.01.01.01,r0900,c0020",S.05.01.01.01,r0900,c0020,float64,"Expenses incurred|Claims management expenses|Net , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Income protection insurance"
471,"S.05.01.01.01,r0910,c0020",S.05.01.01.01,r0910,c0020,int64,"Expenses incurred|Acquisition expenses|Gross - Direct Business , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Income protection insurance"
472,"S.05.01.01.01,r0920,c0020",S.05.01.01.01,r0920,c0020,int64,"Expenses incurred|Acquisition expenses|Gross - Proportional reinsurance accepted , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Income protection insurance"
473,"S.05.01.01.01,r0940,c0020",S.05.01.01.01,r0940,c0020,int64,"Expenses incurred|Acquisition expenses|Reinsurers' share , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Income protection insurance"
474,"S.05.01.01.01,r1000,c0020",S.05.01.01.01,r1000,c0020,int64,"Expenses incurred|Acquisition expenses|Net , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Income protection insurance"
475,"S.05.01.01.01,r1010,c0020",S.05.01.01.01,r1010,c0020,int64,"Expenses incurred|Overhead expenses|Gross - Direct Business , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Income protection insurance"
476,"S.05.01.01.01,r1020,c0020",S.05.01.01.01,r1020,c0020,int64,"Expenses incurred|Overhead expenses|Gross - Proportional reinsurance accepted , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Income protection insurance"
477,"S.05.01.01.01,r1040,c0020",S.05.01.01.01,r1040,c0020,int64,"Expenses incurred|Overhead expenses|Reinsurers' share , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Income protection insurance"
478,"S.05.01.01.01,r1100,c0020",S.05.01.01.01,r1100,c0020,int64,"Expenses incurred|Overhead expenses|Net , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Income protection insurance"
479,"S.05.01.01.01,r0110,c0030",S.05.01.01.01,r0110,c0030,int64,"Premiums written|Gross - Direct Business , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Workers' compensation insurance"
480,"S.05.01.01.01,r0120,c0030",S.05.01.01.01,r0120,c0030,int64,"Premiums written|Gross - Proportional reinsurance accepted , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Workers' compensation insurance"
481,"S.05.01.01.01,r0140,c0030",S.05.01.01.01,r0140,c0030,int64,"Premiums written|Reinsurers' share , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Workers' compensation insurance"
482,"S.05.01.01.01,r0200,c0030",S.05.01.01.01,r0200,c0030,int64,"Premiums written|Net , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Workers' compensation insurance"
483,"S.05.01.01.01,r0210,c0030",S.05.01.01.01,r0210,c0030,int64,"Premiums earned|Gross - Direct Business , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Workers' compensation insurance"
484,"S.05.01.01.01,r0220,c0030",S.05.01.01.01,r0220,c0030,int64,"Premiums earned|Gross - Proportional reinsurance accepted , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Workers' compensation insurance"
485,"S.05.01.01.01,r0240,c0030",S.05.01.01.01,r0240,c0030,int64,"Premiums earned|Reinsurers' share , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Workers' compensation insurance"
486,"S.05.01.01.01,r0300,c0030",S.05.01.01.01,r0300,c0030,int64,"Premiums earned|Net , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Workers' compensation insurance"
487,"S.05.01.01.01,r0310,c0030",S.05.01.01.01,r0310,c0030,int64,"Claims incurred|Gross - Direct Business , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Workers' compensation insurance"
488,"S.05.01.01.01,r0320,c0030",S.05.01.01.01,r0320,c0030,int64,"Claims incurred|Gross - Proportional reinsurance accepted , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Workers' compensation insurance"
489,"S.05.01.01.01,r0340,c0030",S.05.01.01.01,r0340,c0030,int64,"Claims incurred|Reinsurers' share , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Workers' compensation insurance"
490,"S.05.01.01.01,r0400,c0030",S.05.01.01.01,r0400,c0030,int64,"Claims incurred|Net , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Workers' compensation insurance"
491,"S.05.01.01.01,r0410,c0030",S.05.01.01.01,r0410,c0030,int64,"Changes in other technical provisions|Gross - Direct Business , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Workers' compensation insurance"
492,"S.05.01.01.01,r0420,c0030",S.05.01.01.01,r0420,c0030,int64,"Changes in other technical provisions|Gross - Proportional reinsurance accepted , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Workers' compensation insurance"
493,"S.05.01.01.01,r0440,c0030",S.05.01.01.01,r0440,c0030,int64,"Changes in other technical provisions|Reinsurers' share , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Workers' compensation insurance"
494,"S.05.01.01.01,r0500,c0030",S.05.01.01.01,r0500,c0030,int64,"Changes in other technical provisions|Net , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Workers' compensation insurance"
495,"S.05.01.01.01,r0550,c0030",S.05.01.01.01,r0550,c0030,int64,"Expenses incurred , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Workers' compensation insurance"
496,"S.05.01.01.01,r0610,c0030",S.05.01.01.01,r0610,c0030,int64,"Expenses incurred|Administrative expenses|Gross - Direct Business , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Workers' compensation insurance"
497,"S.05.01.01.01,r0620,c0030",S.05.01.01.01,r0620,c0030,int64,"Expenses incurred|Administrative expenses|Gross - Proportional reinsurance accepted , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Workers' compensation insurance"
498,"S.05.01.01.01,r0640,c0030",S.05.01.01.01,r0640,c0030,int64,"Expenses incurred|Administrative expenses|Reinsurers' share , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Workers' compensation insurance"
499,"S.05.01.01.01,r0700,c0030",S.05.01.01.01,r0700,c0030,int64,"Expenses incurred|Administrative expenses|Net , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Workers' compensation insurance"
500,"S.05.01.01.01,r0710,c0030",S.05.01.01.01,r0710,c0030,int64,"Expenses incurred|Investment management expenses|Gross - Direct Business , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Workers' compensation insurance"
501,"S.05.01.01.01,r0720,c0030",S.05.01.01.01,r0720,c0030,int64,"Expenses incurred|Investment management expenses|Gross - Proportional reinsurance accepted , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Workers' compensation insurance"
502,"S.05.01.01.01,r0740,c0030",S.05.01.01.01,r0740,c0030,int64,"Expenses incurred|Investment management expenses|Reinsurers' share , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Workers' compensation insurance"
503,"S.05.01.01.01,r0800,c0030",S.05.01.01.01,r0800,c0030,int64,"Expenses incurred|Investment management expenses|Net , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Workers' compensation insurance"
504,"S.05.01.01.01,r0810,c0030",S.05.01.01.01,r0810,c0030,int64,"Expenses incurred|Claims management expenses|Gross - Direct Business , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Workers' compensation insurance"
505,"S.05.01.01.01,r0820,c0030",S.05.01.01.01,r0820,c0030,int64,"Expenses incurred|Claims management expenses|Gross - Proportional reinsurance accepted , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Workers' compensation insurance"
506,"S.05.01.01.01,r0840,c0030",S.05.01.01.01,r0840,c0030,int64,"Expenses incurred|Claims management expenses|Reinsurers' share , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Workers' compensation insurance"
507,"S.05.01.01.01,r0900,c0030",S.05.01.01.01,r0900,c0030,int64,"Expenses incurred|Claims management expenses|Net , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Workers' compensation insurance"
508,"S.05.01.01.01,r0910,c0030",S.05.01.01.01,r0910,c0030,int64,"Expenses incurred|Acquisition expenses|Gross - Direct Business , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Workers' compensation insurance"
509,"S.05.01.01.01,r0920,c0030",S.05.01.01.01,r0920,c0030,int64,"Expenses incurred|Acquisition expenses|Gross - Proportional reinsurance accepted , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Workers' compensation insurance"
510,"S.05.01.01.01,r0940,c0030",S.05.01.01.01,r0940,c0030,int64,"Expenses incurred|Acquisition expenses|Reinsurers' share , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Workers' compensation insurance"
511,"S.05.01.01.01,r1000,c0030",S.05.01.01.01,r1000,c0030,int64,"Expenses incurred|Acquisition expenses|Net , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Workers' compensation insurance"
512,"S.05.01.01.01,r1010,c0030",S.05.01.01.01,r1010,c0030,int64,"Expenses incurred|Overhead expenses|Gross - Direct Business , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Workers' compensation insurance"
513,"S.05.01.01.01,r1020,c0030",S.05.01.01.01,r1020,c0030,int64,"Expenses incurred|Overhead expenses|Gross - Proportional reinsurance accepted , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Workers' compensation insurance"
514,"S.05.01.01.01,r1040,c0030",S.05.01.01.01,r1040,c0030,int64,"Expenses incurred|Overhead expenses|Reinsurers' share , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Workers' compensation insurance"
515,"S.05.01.01.01,r1100,c0030",S.05.01.01.01,r1100,c0030,int64,"Expenses incurred|Overhead expenses|Net , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Workers' compensation insurance"
516,"S.05.01.01.01,r0110,c0040",S.05.01.01.01,r0110,c0040,int64,"Premiums written|Gross - Direct Business , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Motor vehicle liability insurance"
517,"S.05.01.01.01,r0120,c0040",S.05.01.01.01,r0120,c0040,int64,"Premiums written|Gross - Proportional reinsurance accepted , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Motor vehicle liability insurance"
518,"S.05.01.01.01,r0140,c0040",S.05.01.01.01,r0140,c0040,int64,"Premiums written|Reinsurers' share , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Motor vehicle liability insurance"
519,"S.05.01.01.01,r0200,c0040",S.05.01.01.01,r0200,c0040,int64,"Premiums written|Net , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Motor vehicle liability insurance"
520,"S.05.01.01.01,r0210,c0040",S.05.01.01.01,r0210,c0040,int64,"Premiums earned|Gross - Direct Business , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Motor vehicle liability insurance"
521,"S.05.01.01.01,r0220,c0040",S.05.01.01.01,r0220,c0040,int64,"Premiums earned|Gross - Proportional reinsurance accepted , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Motor vehicle liability insurance"
522,"S.05.01.01.01,r0240,c0040",S.05.01.01.01,r0240,c0040,int64,"Premiums earned|Reinsurers' share , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Motor vehicle liability insurance"
523,"S.05.01.01.01,r0300,c0040",S.05.01.01.01,r0300,c0040,int64,"Premiums earned|Net , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Motor vehicle liability insurance"
524,"S.05.01.01.01,r0310,c0040",S.05.01.01.01,r0310,c0040,int64,"Claims incurred|Gross - Direct Business , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Motor vehicle liability insurance"
525,"S.05.01.01.01,r0320,c0040",S.05.01.01.01,r0320,c0040,int64,"Claims incurred|Gross - Proportional reinsurance accepted , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Motor vehicle liability insurance"
526,"S.05.01.01.01,r0340,c0040",S.05.01.01.01,r0340,c0040,int64,"Claims incurred|Reinsurers' share , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Motor vehicle liability insurance"
527,"S.05.01.01.01,r0400,c0040",S.05.01.01.01,r0400,c0040,int64,"Claims incurred|Net , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Motor vehicle liability insurance"
528,"S.05.01.01.01,r0410,c0040",S.05.01.01.01,r0410,c0040,int64,"Changes in other technical provisions|Gross - Direct Business , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Motor vehicle liability insurance"
529,"S.05.01.01.01,r0420,c0040",S.05.01.01.01,r0420,c0040,int64,"Changes in other technical provisions|Gross - Proportional reinsurance accepted , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Motor vehicle liability insurance"
530,"S.05.01.01.01,r0440,c0040",S.05.01.01.01,r0440,c0040,int64,"Changes in other technical provisions|Reinsurers' share , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Motor vehicle liability insurance"
531,"S.05.01.01.01,r0500,c0040",S.05.01.01.01,r0500,c0040,int64,"Changes in other technical provisions|Net , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Motor vehicle liability insurance"
532,"S.05.01.01.01,r0550,c0040",S.05.01.01.01,r0550,c0040,int64,"Expenses incurred , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Motor vehicle liability insurance"
533,"S.05.01.01.01,r0610,c0040",S.05.01.01.01,r0610,c0040,int64,"Expenses incurred|Administrative expenses|Gross - Direct Business , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Motor vehicle liability insurance"
534,"S.05.01.01.01,r0620,c0040",S.05.01.01.01,r0620,c0040,int64,"Expenses incurred|Administrative expenses|Gross - Proportional reinsurance accepted , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Motor vehicle liability insurance"
535,"S.05.01.01.01,r0640,c0040",S.05.01.01.01,r0640,c0040,int64,"Expenses incurred|Administrative expenses|Reinsurers' share , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Motor vehicle liability insurance"
536,"S.05.01.01.01,r0700,c0040",S.05.01.01.01,r0700,c0040,int64,"Expenses incurred|Administrative expenses|Net , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Motor vehicle liability insurance"
537,"S.05.01.01.01,r0710,c0040",S.05.01.01.01,r0710,c0040,int64,"Expenses incurred|Investment management expenses|Gross - Direct Business , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Motor vehicle liability insurance"
538,"S.05.01.01.01,r0720,c0040",S.05.01.01.01,r0720,c0040,int64,"Expenses incurred|Investment management expenses|Gross - Proportional reinsurance accepted , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Motor vehicle liability insurance"
539,"S.05.01.01.01,r0740,c0040",S.05.01.01.01,r0740,c0040,int64,"Expenses incurred|Investment management expenses|Reinsurers' share , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Motor vehicle liability insurance"
540,"S.05.01.01.01,r0800,c0040",S.05.01.01.01,r0800,c0040,int64,"Expenses incurred|Investment management expenses|Net , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Motor vehicle liability insurance"
541,"S.05.01.01.01,r0810,c0040",S.05.01.01.01,r0810,c0040,int64,"Expenses incurred|Claims management expenses|Gross - Direct Business , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Motor vehicle liability insurance"
542,"S.05.01.01.01,r0820,c0040",S.05.01.01.01,r0820,c0040,int64,"Expenses incurred|Claims management expenses|Gross - Proportional reinsurance accepted , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Motor vehicle liability insurance"
543,"S.05.01.01.01,r0840,c0040",S.05.01.01.01,r0840,c0040,int64,"Expenses incurred|Claims management expenses|Reinsurers' share , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Motor vehicle liability insurance"
544,"S.05.01.01.01,r0900,c0040",S.05.01.01.01,r0900,c0040,int64,"Expenses incurred|Claims management expenses|Net , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Motor vehicle liability insurance"
